能源用戶名稱,所在區域
欣明鑄造股份有限公司,桃園市蘆竹區
利奇機械工業股份有限公司,彰化縣彰化市
泓達化工股份有限公司燕巢廠,高雄市燕巢鄉
大立光電股份有限公司,臺中市南屯區
大立光電股份有限公司,臺中市西屯區
台灣國際彩光股份有限公司高雄分公司,高雄市路竹鄉
星華鐘錶工業股份有限公司第二廠,桃園市龜山區
喬山健康科技股份有限公司,臺中市大雅區
台灣小原光學股份有限公司,臺中市潭子區
光輝熱處理股份有限公司,彰化縣員林市
農寶企業有限公司,苗栗縣竹南鎮
台灣大福高科技設備股份有限公司,臺南市善化區
聯亞科技股份有限公司,新竹市東區
台灣自來水股份有限公司第一區管理處,新北市貢寮區
台灣自來水公司第二區管理處,桃園市平鎮區
台灣自來水股份有限公司第二區管理處,桃園市龍潭區
台灣自來水股份有限公司第二區管理處,桃園市桃園區
台灣自來水股份有限公司第二區管理處(大湳給水廠),新北市鶯歌區
台灣自來水股份有限公司第三區管理處,新竹縣湖口鄉
台灣自來水股份有限公司第三區管理處,新竹市東區
翊聖企業股份有限公司,桃園市龜山區
群裕國際股份有限公司,彰化縣伸港鄉
惠勝興貿股份有限公司,彰化縣線西鄉
皇家可口股份有限公司台南廠,臺南市新市區
盛匯工業股份有限公司,高雄市岡山鎮
士昌股份有限公司,高雄市燕巢鄉
雙合鑫股份有限公司,臺中市太平區
明揚國際科技股份有限公司,屏東縣大樹鄉
富元精密科技股份有限公司,桃園市觀音區
戴養菌園農場,臺中市霧峰區
聯米企業股份有限公司,彰化縣樹林區
富晟開發實業股份有限公司,屏東縣里港鄉
久明企業有限公司,臺東縣大武鄉
保証責任台灣省北台肉雞運銷合作社,桃園市大園區
大豐麵粉廠股份有限公司,臺中市東區
真口味食品企業股份有限公司龍泉廠,屏東縣內埔鄉
來絡企業股份有限公司,彰化縣伸港鄉
宏全國際股份有限公司中港分公司,臺中市西屯區
盛康實業股份有限公司埔里二廠,南投縣永和區
中福國際股份有限公司,桃園市中壢區
雅織流行股份有限染整廠,臺南市仁德區
紘楷股份有限公司楊梅廠,桃園市楊梅區
展頌股份有限公司斗六原絲廠,雲林縣斗六市
辛耘企業股份有限公司,新竹縣香山區
巧良實業股份有限公司,彰化縣田中鎮
聚紡股份有限公司,桃園市觀音區
興中紙業股份有限公司,宜蘭縣五結鄉
菁華工業股份有限公司,苗栗縣頭份市
聯合報股份有限公司林口印刷廠,桃園市龜山區
燿華電子股份有限公司(土城四廠),新北市土城區
台灣肥料公司花蓮廠,花蓮縣花蓮市
台灣愛光塑膠股份有限公司,高雄市楠梓區
國泰化工廠股份有限公司屏南分公司,屏東縣枋寮鄉
尚志精密化學股份有限公司,桃園市觀音區
永勝藥品工業股份有限公司,嘉義縣民雄鄉
花王（台灣）股份有限公司新竹廠,新竹縣香山區
羅門哈斯亞太研磨材料股份有限公司,苗栗縣竹南鎮
勝一化工股份有限公司永安二廠,高雄市永安鄉
和碩聯合科技股份有限公司,臺北市北投區
元國電子股份有限公司泰山廠,新北市泰山區
瑞旗生物科技股份有限公司  已更改瑞興工業股份有限公司二廠,桃園市龜山區
凱士士企業股份有限公司,臺南市七股區
日鶴實業股份有限公司,臺南市仁德區
佳瑤企業股份有限公司,彰化縣鹿港鎮
匯春化學工業股份有限公司,彰化縣線西鄉
鐶琪塑膠股份有限公司,臺中市梧棲區
積水塑膠管材股份有限公司二廠,臺中市梧棲區
豐泰企業股份有限公司,雲林縣斗六市
德美玻璃股份有限公司大園廠,桃園市大園區
虹達玻璃股份有限公司,新北市樹林區
旭硝子顯示玻璃股份有限公司,臺南市斗六市
旭硝子顯示玻璃股份有限公司斗六二廠,雲林縣斗六市
慈峰玻璃股份有限公司,屏東縣萬巒鄉
甲騰企業有限公司,苗栗縣三義鄉
宜鋼股份有限公司,高雄市林園鄉
名佳利銅工業股份有限公司,桃園市中壢區
錸德科技股份有限公司中壢廠,桃園市香山區
宗鉦企業股份有限公司,臺南市關廟區
明安國際企業股份有限公司複材廠,高雄市小港區
世鎧精密股份有限公司,高雄市岡山鎮
金昇昌工業股份有限公司,桃園市蘆竹區
亞獵士科技股份有限公司二廠,臺南市山上區
三益塑料有限公司工廠,彰化縣北斗鎮
美上鎂科技股份有限公司,南投縣南投市
禾霆企業股份有限公司,高雄市小港區
光洋應用材料科技股份有限公司-環科廠,臺南市柳營區
虹銘股份有限公司,苗栗縣竹南鎮
尚喬雷射科技股份有限公司,臺中市西屯區
昇興熱處理股份有限公司,臺南市永康區
高碳金屬股份有限公司,高雄市岡山鎮
新日興股份有限公司樹林二廠,新北市樹林區
璟茂股份有限公司二廠,高雄市岡山鎮
恒耀工業股份有限公司,臺南市仁德區
加興企業股份有限公司福興二廠,彰化縣福興鄉
均豪精密工業股份有限公司,臺中市大雅區
進佶股份有限公司,臺中市龍井區
明正五金工具有限公司,臺中市太平區
大鞏工業股份有限公司,臺中市太平區
上昇國際資產管理實業股份有限公司,臺南市新營區
延鴻工業股份有限公司,高雄市路竹鄉
永晉冠金屬股份有限公司,屏東縣屏東市
頂吉興科技股份有限公司,高雄市岡山鎮
恆懋五金加工廠有限公司,高雄市岡山鎮
天聲鋼鐵工業股份有限公司,高雄市岡山鎮
川湖科技股份有限公司分廠,高雄市路竹鄉
名鎮工業股份有限公司,高雄市永安鄉
名佃工業股份有限公司,高雄市永安鄉
金鍛工業股份有限公司,新北市萬里區
晉燁工業股份有限公司,南投縣南投市
達航科技股份有限公司精工廠,臺中市大甲區
鑫綠泰鑄造廠股份有限公司,臺中市大肚區
唐榮鐵工廠股份有限公司機械廠,新竹縣香山區
北儒精密股份有限公司,臺南市善化區
日月光半導體製造股份有限公司,高雄市楠梓區
亞旭電腦股份有限公司,新北市中和區
錸德科技股份有限公司新竹五廠,新竹縣香山區
台灣應用材料股份有限公司台南分公司,臺南市善化區
凱崴電子股份有限公司,桃園市桃園區
大同股份有限公司,新北市中和區
精華光學股份有限公司,新北市汐止區
高雄晶傑達光電科技股份有限公司,高雄市前鎮區
啟耀光電股份有限公司,臺南市善化區
晶元光電股份有限公司（S1）,臺南市善化區
頂正科技股份有限公司,臺南市善化區
奇景光電股份有限公司,臺南市善化區
南茂科技股份有限公司,臺南市善化區
國巨股份有限公司楠梓分公司,高雄市楠梓區
華泰電子股份有限公司,高雄市楠梓區
瑞儀光電股份有限公司,高雄市前鎮區
高雄晶傑達光電科技股份有限公司,高雄市前鎮區
銀泰科技股份有限公司,臺中市神岡區
銀泰科技股份有限公司一廠,臺中市神岡區
菱生精密工業股份有限公司,臺中市潭子區
信鼎技術服務股份有限公司基隆市垃圾資源回收(焚化)廠,基隆市信義區
嘉晶電子股份有限公司,新竹市東區
旺宏電子股份有限公司,新竹市東區
矽格股份有限公司,新竹縣香山區
聯詠科技股份有限公司,新竹市東區
力晶科技股份有限公司P3廠,新竹市東區
旺宏電子股份有限公司,新竹市東區
宜特科技股份有限公司,新竹市東區
立兆股份有限公司,新北市五股區
禾伸堂企業股份有限公司龍潭二廠,桃園市龍潭區
德州儀器工業股份有限公司,新北市中和區
正謙股份有限公司,桃園市中壢區
台灣國際航電股份有限公司中壢廠,桃園市中壢區
精材科技股份有限公司中壢二廠,桃園市中壢區
精材科技股份有限公司,桃園市中壢區
綠能科技股份有限公司,桃園市觀音區
台郡科技股份有限公司大發二廠,高雄市大寮鄉
隆達電子股份有限公司,苗栗縣竹南鎮
光華開發科技股份有限公司,苗栗縣竹南鎮
台灣捷恩智股份有限公司,臺南市善化區
群創光電股份有限公司樹谷分公司,臺南市新市區
矽品精密工業股份有限公司彰化廠,彰化縣和美鎮
輔德高分子股份有限公司,臺中市外埔區
信昌機械廠股份有限公司大溪廠,桃園市大溪區
吉茂精密股份有限公司,彰化縣芳苑鄉
忠合成實業股份有限公司,臺中市大肚區
維鎂科技工業有限公司,臺中市大甲區
全興工業股份有限公司,彰化縣花壇鄉
玉晶光電股份有限公司,臺中市大雅區
迎輝科技股份有限公司,臺南市安南區
穎台科技股份有限公司,桃園市平鎮區
宇榮高爾夫科技股份有限公司,雲林縣斗六市
台北氧氣股份有限公司大肚廠,臺中市大肚區
臺北自來水事業處,臺北市大安區
臺北自來水事業處北投加壓站,臺北市大安區
台灣自來水股份有限公司第七區管理處拷潭給水廠,高雄市大寮鄉
耀陞食品股份有限公司,臺中市大肚區
天下第一菇,臺中市新社區
幸福水泥股份有限公司和仁礦場,花蓮縣南澳鄉
億華砂石有限公司,臺中市烏日區
豐達砂石有限公司,屏東縣高樹鄉
金順利實業股份有限公司,桃園市龜山區
茂基興業股份有限公司,桃園市大溪區
大山土石股份有限公司,新竹縣竹東鎮
眾和工業有限公司,屏東縣里港鄉
金永豐股份有限公司,南投縣鹿谷鄉
聖宏邦企業股份有限公司,南投縣竹山鎮
萬中砂石行,臺中市和平區
新旭台實業股份有限公司,南投縣名間鄉
立益工業股份有限公司,苗栗縣三義鄉
連成砂石有限公司,臺中市梧棲區
利吉砂石場,臺中市后里區
承鼎源砂石業股份有限公司,臺中市北區
有利開發企業有限公司,屏東縣里港鄉
尚發企業行,屏東縣里港鄉
樺美食品股份有限公司,彰化縣芳苑鄉
國盛食品股份有限公司,屏東縣內埔鄉
泰安食品股份有限公司,高雄市大寮鄉
泰山企業股份有限公司田中廠,彰化縣田中鎮
思牧企業股份有限公司內埔一廠,屏東縣內埔鄉
顏氏興業有限公司新營廠,臺南市新營區
臺灣菸酒股份有限公司宜蘭酒廠,宜蘭縣宜蘭市
金車股份有限公司(宜蘭分公司),宜蘭縣員山鄉
歐典生物科技股份有限公司,彰化縣埤頭鄉
華膳空廚股份有限公司桃園廠,桃園市蘆竹區
台灣大食品股份有限公司,臺中市清水區
天恩食品有限公司,嘉義縣中埔鄉
達邦蛋白股份有限公司,臺南市安南區
中華食品實業股份有限公司屏東廠,屏東縣潮州鎮
台英帝國菸草製造股份有限公司,苗栗縣竹南鎮
文笙紡織實業股份有限公司,桃園市觀音區
周加股份有限公司中壢廠,桃園市中壢區
雙邦實業股份有限公司,南投縣南投市
台精化學工業（股）公司,高雄市仁武鄉
誌懋股份有限公司,雲林縣斗六市
東億紙業股份有限公司,臺中市豐原區
合眾紙業股份有限公司,雲林縣林內鄉
利享紙業有限公司,苗栗縣頭屋鄉
聚和國際股份有限公司大發二廠,高雄市大寮鄉
岡韋印刷企業股份有限公司,臺中市西屯區
旭東環保科技股份有限公司,屏東縣屏東市
華宏新技股份有限公司力行廠,臺南市官田區
壹東實業股份有限公司,高雄市鼓山區
歐帕生技醫藥股份有限公司,新竹縣香山區
大豐膠囊工業股份有限公司,臺中市潭子區
國光生物科技股份有限公司,臺中市潭子區
政德製藥股份有限公司豐田廠,雲林縣大埤鄉
生達化學製藥股份有限公司,臺南市新營區
康那香企業股份有限公司,臺南市將軍區
統一化粧品企業股份有限公司,臺南市安南區
東海青科技股份有限公司,臺南市安南區
生展生物科技股份有限公司,臺南市新營區
長泓膠業股份有限公司,彰化縣鹿港鎮
逢成工業股份有限公司三廠,南投縣南投市
賢泰實業股份有限公司,南投縣南投市
利芃國際股份有限公司觀音廠,桃園市觀音區
位速科技股份有限公司,桃園市楊梅區
金鈿塑膠工業股份有限公司,新北市五股區
大發管材工業股份有限公司中港分公司,臺中市梧棲區
瑞新企業股份有限公司大里廠,臺中市大里區
台灣科思創股份有限公司彰化廠,彰化縣線西鄉
台灣巴斯夫股份有限公司彰化廠,彰化縣鹿港鎮
加興企業股份有限公司,彰化縣福興鄉
懋莉工業股份有限公司,臺南市永康區
