能源用戶名稱,所在區域
長興材料工業股份有限公司,高雄市大寮鄉
立大化工股份有限公司,桃園市觀音區
日勝化工股份有限公司,南投縣南投市
光正股份有限公司,桃園市平鎮區
國紡科技實業股份有限公司,桃園市大園區
永信藥品工業股份有限公司台中幼獅二廠,臺中市大甲區
榮民製藥股份有限公司,桃園市中壢區
勝昌製藥廠股份有限公司中壢廠,桃園市中壢區
中國化學合成生技股份有限公司,新北市樹林區
勇健工業股份有限公司台南廠,臺南市鹽水區
中國化學製藥股份有限公司新豐工廠,新竹縣新豐鄉
双邦實業股份有限公司二廠,南投縣南投市
鼎泰水泥股份有限公司,高雄市燕巢鄉
久聯化學工業股份有限公司,新竹縣香山區
新加坡商傑樂生技股份有限公司台灣分公司,屏東縣枋寮鄉
台全油封工業股份有限公司工廠,彰化縣福興鄉
薛恒興彈性纖維工業股份有限公司第二廠,宜蘭縣五結鄉
南彰實業股份有限公司,南投縣南投市
永信容器工業股份有限公司,新竹縣香山區
昇威機械股份有限公司,彰化縣大村鄉
妙春實業股份有限公司,臺中市南屯區
新科光電材料股份有限公司桃園廠,桃園市大溪區
福竝工業股份有限公司淡水廠,新北市淡水區
興農股份有限公司,彰化縣伸港鄉
北裕塑膠工業股份有限公司,臺中市大甲區
耐特科技材料股份有限公司,彰化縣埤頭鄉
宏國窯業股份有限公司,桃園市中壢區
華泰窯業股份有限公司,新北市鶯歌區
統義玻璃工業股份有限公司,臺南市新營區
宏益玻璃科技股份有限公司,新北市瑞芳區
昇明國際股份有限公司仁德廠,臺南市仁德區
國際日東科技股份有限公司,臺南市善化區
晉瑜企業股份有限公司花蓮研磨廠,花蓮縣花蓮市
順通砂石行,雲林縣林內鄉
晉瑜企業股份有限公司,新北市八里區
均泰實業股份有限公司,臺中市神岡區
伸太田工業股份有限公司,臺中市神岡區
建興石業股份有限公司花蓮分公司,花蓮縣吉安鄉
安榮礦石化工股份有限公司,宜蘭縣冬山鄉
晉城建設實業有限公司,宜蘭縣員山鄉
統日實業股份有限公司,苗栗縣卓蘭鎮
新台塑膠工業股份有限公司,桃園市中壢區
和泰股份有限公司中壢廠,桃園市新屋區
新加坡商矽比科亞洲有限公司寶琳分公司,臺中市大甲區
勁群工業股份有限公司,新北市汐止區
春源鋼鐵工業股份有限公司,高雄市小港區
新東興工業股份有限公司二廠,彰化縣埤頭鄉
元泰鋼鐵股份有限公司,新北市土城區
源鋼企業股份有限公司,高雄市小港區
高台工業股份有限公司,高雄市仁武鄉
長榮鋼鐵股份有限公司新竹廠,新竹縣香山區
南隆鋼鐵股份有限公司高雄廠,高雄市燕巢鄉
元大聯合鋼鐵股份有限公司,南投縣南投市
善存科技股份有限公司,桃園市桃園區
鋼驊企業股份有限公司,高雄市岡山鎮
成台機械五金股份有限公司林口二廠,新北市林口區
益陽工業股份有限公司全興廠,彰化縣伸港鄉
萬道工業股份有限公司新屋廠,桃園市新屋區
守成工業有限公司,臺中市太平區
展穩伸銅股份有限公司,彰化縣鹿港鎮
台中精機廠股份有限公司后里鑄造廠,臺中市后里區
皆豪實業股份有限公司,高雄市岡山鎮
明徽企業股份有限公司屏南廠,屏東縣枋寮鄉
青志金屬工業股份有限公司,苗栗縣三義鄉
宗美工業股份有限公司,高雄市永安鄉
億益企業有限公司,臺南市永康區
巨基環保企業股份有限公司,屏東縣萬丹鄉
台灣保來得股份有限公司第一廠,苗栗縣竹南鎮
鑫光金屬工業股份有限公司,苗栗縣三義鄉
甲聖工業股份有限公司南崗廠,南投縣南投市
愛爾蘭商速聯股份有限公司台灣分公司,臺中市大里區
健和興端子股份有限公司彰濱線西廠,彰化縣線西鄉
洋新工業股份有限公司,彰化縣花壇鄉
鉅明股份有限公司大發廠,高雄市大寮鄉
上銀科技股份有限公司,雲林縣西屯區
恆耀工業股份有限公司仁德廠,臺南市仁德區
振鋒企業股份有限公司,臺中市西屯區
中國砂輪企業股份有限公司 新竹廠,新竹縣香山區
台郡科技股份有限公司大發廠,高雄市大寮鄉
丞曜工業股份有限公司,臺南市永康區
受興鋁業股份有限公司,臺南市仁德區
清震實業股份有限公司,嘉義市東區
皇華機械工業股份有限公司,新北市新店區
東徽企業股份有限有限公司,高雄市岡山鎮
志誠鑄造廠股份有限公司,臺中市太平區
毅豐橡膠工業股份有限公司二廠,高雄市岡山鎮
台中精機廠股份有限公司,臺中市西屯區
京鼎精密科技股份有限公司,苗栗縣竹南鎮
墩豐機械工業股份有限公司,臺中市西屯區
合勝熱處理股份有限公司,臺中市太平區
銘鈺精密工業股份有限公司,桃園市觀音區
致茂電子股份有限公司林口廠,桃園市龜山區
薛恒興彈性纖維工業股份有限公司第三廠,宜蘭縣五結鄉
台灣嘉碩科技股份有限公司總廠－,桃園市平鎮區
泰詠電子股份有限公司,新竹市香山區
新復興微波通訊股份有限公司,桃園市新屋區
東捷科技股份有限公司,臺南市善化區
頻光半導體股份有限公司,桃園市楊梅區
正文科技股份有限公司新竹廠,新竹縣香山區
瑞昱半導體股份有限公司,新竹市東區
神準科技股份有限公司,桃園市龜山區
台灣國際航電股份有限公司汐止廠,新北市汐止區
兆赫電子股份有限公司新竹一廠,新竹縣香山區
全通科技股份有限公司,新竹市東區
上福全球科技股份有限公司一廠,臺中市梧棲區
晶元光電股份有限公司,苗栗縣竹南鎮
耀新電子股份有限公司,桃園市中壢區
閎暉實業股份有限公司,新北市淡水區
欣銓科技股份有限公司新工一廠,新竹縣香山區
太洋新技股份有限公司新竹工廠,新竹縣香山區
富順纖維工業股份有限公司(觀音廠),桃園市觀音區
華新科技股份有限公司高雄分公司,高雄市前鎮區
良器有限公司,桃園市桃園區
華邦電子股份有限公司中科１２吋廠,臺中市大雅區
欣興電子股份有限公司蘆竹廠,桃園市蘆竹區
台虹科技股份有限公司,高雄市前鎮區
台灣佳美工股份有限公司,南投縣埔里鎮
台灣杜邦股份有限公司新竹分公司,新竹市東區
優技電子股份有限公司,新北市樹林區
同泰電子科技股份有限公司,臺中市大甲區
足鼎電子股份有限公司,桃園市蘆竹區
台灣日東光學股份有限公司,臺中市大雅區
力特光電科技股份有限公司南科分公司,臺南市善化區
奇菱光電股份有限公司,臺南市仁德區
鼎揚電子工業股份有限公司,桃園市龜山區
友達光電股份有限公司龍科廠,桃園市龍潭區
中強光電股份有限公司,苗栗縣竹南鎮
三龍產業股份有限公司二廠,新北市土城區
佳美化學工業股份有限公司桃園廠,桃園市觀音區
力特光電科技股份有限公司平鎮三廠,桃園市平鎮區
智晶光電股份有限公司,苗栗縣竹南鎮
榮創能源科技股份有限公司,新竹縣香山區
宏齊科技股份有限公司,新竹市香山區
台光電子材料股份有限公司新竹廠,新竹縣香山區
士林電機廠股份有限公司電裝廠,新竹縣香山區
合機電線電纜股份有限公司觀音五廠,桃園市觀音區
中華電線電纜股份有限公司新屋廠,桃園市新屋區
宗葆電線電纜股份有限公司沙崙廠,臺南市安定區
漢民科技股份有限公司,臺南市善化區
瀚宇博德股份有限公司-樹林廠,新北市樹林區
瑞軒科技股份有限公司湖口廠,新竹縣香山區
中國精密壓鑄股份有限公司中壢工廠,桃園市中壢區
元成工業股份有限公司第一廠,彰化縣福興鄉
帝屋鑄造工廠股份有限公司,嘉義縣民雄鄉
台惟工業股份有限公司,新竹縣香山區
帝寶工業股份有限公司新營廠,臺南市新營區
亨國股份有限公司,桃園市大溪區
益通光能科技股份有限公司,臺南市安南區
台灣友發國際股份有限公司,桃園市楊梅區
昇鍛鍛造工業股份有限公司,南投縣南投市
友聯車材製造股份有限公司三義工廠,苗栗縣三義鄉
三陽工業股份有限公司,新竹縣新豐鄉
漢翔航空工業股份有限公司台中廠區,臺中市西屯區
豐裕股份有限公司,新竹縣香山區
玉山輪胎股份有限公司,嘉義縣大林鎮
今國光學工業股份有限公司,臺中市梧棲區
佳凌科技股份有限公司,臺中市潭子區
台灣明尼蘇達光電股份有限公司,臺南市善化區
南六企業股份有限公司一廠,高雄市燕巢鄉
協益電子股份有限公司觀音廠,桃園市觀音區
特一科技有限公司,臺北市內湖區
菱生精密工業股份有限公司,臺中市潭子區
博威電子股份有限公司,新竹縣湖口鄉
艾克爾國際科技股份有限公司,新竹縣香山區
明泰科技股份有限公司,新竹市東區
台灣自來水（股）第四區管理處豐原給水廠(一場）,臺中市石岡區
台灣自來水股份有限公司第二區管理處,桃園市平鎮區
台灣自來水股份有限公司第十二區管理處,新北市三峽區
千附水資源股份有限公司,澎湖縣馬公市
台北自來水事業處三重加壓站,新北市大安區
台灣自來水公司第五區管理處,嘉義市林內鄉
台灣自來水（股）第四區管理處豐原給水廠第二淨水場,臺中市石岡區
達和環保服務股份有限公司-宜蘭縣利澤垃圾資源回收(焚化)廠,宜蘭縣五結鄉
鈞寶電子工業股份有限公司,桃園市平鎮區
固緯電子實業股份有限公司土城廠,新北市土城區
金運科技股份有限公司,桃園市中壢區
北投垃圾焚化廠,臺北市北投區
溪洲資源回收廠,彰化縣溪州鄉
仁武垃圾焚化廠,高雄市仁武鄉
高雄市中區資源回收廠,高雄市三民區
樹林垃圾焚化廠,新北市樹林區
新北市政府環境保護局新店垃圾焚化廠,新北市新店區
欣榮企業股份有限公司,桃園市中壢區
嘉義市垃圾焚化廠,嘉義市西區
臺中市政府環境保護局后里資源回收廠,臺中市后里區
彰化縣肉品巿場股份有限公司,彰化縣溪湖鎮
泰暘砂石有限公司,桃園市大園區
順揚砂石有限公司,屏東縣高樹鄉
川寶建材股份有限公司宜蘭廠,宜蘭縣員山鄉
石繶工業股份有限公司,桃園市蘆竹區
漢嵩實業股份有限公司,桃園市大溪區
鳳勝實業股份有限公司高樹廠,屏東縣高樹鄉
瑞昇砂石行,屏東縣旗山鎮
協震有限公司,屏東縣里港鄉
順益砂石行,南投縣水里鄉
溫河砂石有限公司,雲林縣林內鄉
宗記興業有限公司,新北市樹林區
大信砂石股份有限公司,臺中市梧棲區
長益砂石行,南投縣集集鎮
新加玻商矽比科亞洲有限公司-寶琳分公司,苗栗縣銅鑼鄉
峰榮食品工業股份有限公司屏東廠,屏東縣屏東市
東峰股份有限公司,雲林縣斗六市
立基食品股份有限公司瑞芳二廠,新北市瑞芳區
雙葉食品股份有限公司,桃園市龜山區
東和食品工業股份有限公司,宜蘭縣五結鄉
魚寶冷凍食品股份有限公司,宜蘭縣五結鄉
臺隆工業股份有限公司桃園工廠,桃園市桃園區
超秦企業股份有限公司食品廠,桃園市桃園區
雪宮冷凍股份有限公司,臺中市西屯區
復進企業股份有限公司內埔廠,屏東縣內埔鄉
隆發冷凍企業股份有限公司,高雄市前鎮區
嘉豐海洋國際股份有限公司,高雄市前鎮區
宏葉新技股份有限公司,臺南市官田區
宜蘭食品工業股份有限公司廣興廠,宜蘭縣冬山鄉
華元食品股份有限公司第二廠,臺中市梧棲區
台灣百事食品股份有限公司,臺南市新市區
正慧食品工業股份有限公司-台南分公司,臺南市安南區
新生產業股份有限公司豐林麵粉廠,桃園市桃園區
泰益麵粉廠股份有限公司,桃園市桃園區
協發產業股份有限公司,桃園市中壢區
富味鄉食品股份有限公司第二廠,彰化縣芳苑鄉
力漢企業股份有限公司,高雄市路竹鄉
健丞飼料股份有限公司,高雄市湖內鄉
永承飼料股份有限公司,屏東縣萬丹鄉
大成長城企業股份有限公司雲林廠,雲林縣斗六市
吉升飼料有限公司,雲林縣褒忠鄉
保生實業股份有限公司,臺南市學甲區
泉順食品企業股份有限公司,苗栗縣苑裡鎮
臺灣糖業股份有限公司善化糖廠,臺南市善化區
台灣糖業股份有限公司虎尾糖廠,雲林縣虎尾鎮
臺灣菸酒股份有限公司埔里酒廠儲酒工廠,南投縣埔里鎮
美達食品工業股份公司土庫工廠,雲林縣虎尾鎮
統一武藏野股份有限公司,新北市土城區
屏榮食品股份有限公司,桃園市大溪區
聯華食品工業股份有限公司彰化分公司,彰化縣北斗鎮
谷王食品工業股份有限公司,嘉義縣民雄鄉
統一企業股份有限公司冰品廠,臺南市永康區
威翔實業股份有限公司,高雄市湖內鄉
大成長城企業股份有限公司屏東廠,屏東縣枋寮鄉
福基織造股份有限公司,基隆市七堵區
億馨針織股份有限公司,桃園市蘆竹區
瑞皇企業股份有限公司平鎮廠,桃園市平鎮區
晉美紡織企業股份有限公司第二廠,彰化縣和美鎮
立晉紡織股份有限公司工廠,彰化縣芳苑鄉
南元紡織股份有限公司新化廠,臺南市新化區
東玉紡織股份有限公司,彰化縣芬園鄉
唯聖紡織股份有限公司鶯歌廠,新北市鶯歌區
金樹紡織股份有限公司,彰化縣和美鎮
特種隆纖維股份有限公司,彰化縣秀水鄉
祐升興業股份有限公司,雲林縣斗六市
台灣科德寶寶翎不織布股份有限公司,桃園市楊梅區
臺灣惠爾得股份有限公司,桃園市八德區
雅織流行股份有限公司仁德三廠,臺南市仁德區
州霖股份有限公司,桃園市蘆竹區
泉福印染股份有限公司,桃園市觀音區
山大企業股份有限公司,桃園市觀音區
九滎股份有限公司,新北市新莊區
泰翔纖維染整股份有限公司,新北市五股區
泰源印染股份有限公司,新北市五股區
祥玉染整企業股份有限公司,新北市樹林區
榮嘉企業股份有限公司彰化工廠,彰化縣北斗鎮
優勝美染整股份有限公司,臺南市永康區
冠華染織股份有限公司,臺南市新市區
山九昭安國際物流股份有限公司,桃園市桃園區
香榮實業股份有限公司,桃園市龜山區
朝暉企業股份有限公司,桃園市觀音區
明紡股份有限公司,桃園市楊梅區
理義科技股份有限公司,桃園市龜山區
台灣百和工業股份有限公司一廠,彰化縣和美鎮
智偉織造股份有限公司,桃園市中壢區
聯合福興股份有限公司,臺中市神岡區
元山鋼企業有限公司,高雄市岡山鎮
全津食品股份有限公司,高雄市小港區
中日特種紙廠股份有限公司,南投縣埔里鎮
永明造紙股份有限公司,苗栗縣竹南鎮
正隆股份有限公司大園紙器廠,桃園市大園區
正隆股份有限公司大園紙品廠,桃園市大園區
正隆股份有限公司苗栗廠,苗栗縣銅鑼鄉
順強紙器股份有限公司二廠,桃園市八德區
中化合成生技股份有限公司,新北市樹林區
文賀實業股份有限公司,彰化縣大村鄉
永豐餘工業用紙股份有限公司高雄廠,高雄市阿蓮鄉
暹興鍍金股份有限公司,苗栗縣後龍鎮
中央印製廠,新北市新店區
凱華實業股份有限公司,新北市五股區
大鈿彩藝股份有限公司,臺中市大里區
翰林出版事業股份有限公司,臺南市南區
榮昱印製廠股份有限公司林口廠,新北市林口區
福誼企業股份有限公司造橋廠,苗栗縣造橋鄉
台灣羅門哈斯化學工業股份有限公司,嘉義縣民雄鄉
益森彩藝工業股份有限公司,桃園市中壢區
玄昇塑膠股份有限公司,彰化縣彰化市
新台塑膠工業股份有限公司嘉義工廠,嘉義縣水上鄉
友良高科技紡織股份有限公司,嘉義縣太保市
南寶樹脂化學工廠股份有限公司寶立廠,臺南市西港區
富敬實業股份有限公司,高雄市大寮鄉
邰偉工業股份有限公司,臺南市官田區
長虹塑膠事業股份有限公司,苗栗縣竹南鎮
耀億工業股份有限公司第二廠,彰化縣和美鎮
聯仕電子化學材料股份有限公司大發廠,高雄市大寮鄉
色真顏料廠股份有限公司,臺南市仁德區
國邦化學股份有限公司,臺南市新市區
國精化學股份有限公司永安廠,高雄市永安鄉
台灣關西塗料股份有限公司,高雄市永安鄉
順天堂藥廠股份有限公司,新北市新店區
仙豐股份有限公司,宜蘭縣蘇澳鎮
台灣大塚製藥股份有限公司中壢工廠,桃園市中壢區
科達製藥股份有限公司,桃園市平鎮區
國慶化學股份有限公司,桃園市平鎮區
德久化學股份有限公司大園工廠,桃園市大園區
五洲製藥股份有限公司,桃園市新屋區
聯亞生技開發股份有限公司新竹二廠,新竹縣香山區
台灣田邊製藥股份有限公司,新竹縣香山區
台裕化學製藥廠股份有限公司,新竹縣竹東鎮
明通化學製藥股份有限公司第二廠,臺中市南屯區
港香蘭藥廠股份有限公司,臺南市永康區
新歷芳企業股份有限公司,臺中市霧峰區
台灣資生堂股份有限公司,桃園市中壢區
耐斯企業股份有限公司民雄二廠,嘉義縣民雄鄉
台灣新日化股份有限公司嘉義廠,嘉義縣民雄鄉
將寶實業股份有限公司,臺南市永康區
台灣科萊恩化學股份有限公司,桃園市桃園區
中日合成化學股份有限公司林園工廠,高雄市林園鄉
農生企業股份有限公司,屏東縣里港鄉
營道企業股份有限公司,新竹縣芎林鄉
金元福包裝企業股份有限公司,新北市樹林區
精泉科技股份有限公司樹林廠,新北市樹林區
介明塑膠股份有限公司,新北市樹林區
太松實業股份有限公司,桃園市龜山區
全新包裝工業股份有限公司,新北市三峽區
榮錦塑膠工業股份有限公司,新竹縣香山區
鑽全實業股份有限公司,臺中市西屯區
金名山光電股份有限公司,臺中市梧棲區
大立光電股份有限公司,臺中市西屯區
綠點高新科技股份有限公司,臺中市大雅區
金偉元塑膠工業股份有限公司,彰化縣芳苑鄉
佑懋興塑膠企業有限公司,彰化縣芳苑鄉
允統塑膠工業股份有限公司,臺南市永康區
南寶科技股份有限公司,臺南市西港區
凱士士企業股份有限公司第五廠,臺南市七股區
高瑄檥,屏東縣屏東市
溢泰實業股份有限公司,屏東縣屏東市
南部化成股份有限公司屏東工廠,屏東縣長治鄉
鑫永銓股份有限公司二廠,南投縣南投市
顯冠企業有限公司,南投縣埔里鎮
集泉塑膠工業股份有限公司,臺中市霧峰區
郭爐山企業股份有限公司,高雄市大寮鄉
大勝纖維股份有限公司,雲林縣斗六市
大發塑膠製品有限公司,臺南市新營區
三洋窯業股份有限公司第二廠,新北市鶯歌區
晉大陶瓷股份有限公司,新北市鶯歌區
潮輝陶磁股份有限公司,新北市鶯歌區
元璋玻璃股份有限公司三廠,基隆市安樂區
正太科技股份有限公司,桃園市中壢區
日新玻璃股份有限公司,新竹市香山區
台灣康寧顯示玻璃股份有限公司,臺中市西屯區
金潔明玻璃有限公司,彰化縣鹿港鎮
建輝玻璃股份有限公司,臺南市安南區
光安玻璃股份有限公司,高雄市大寮鄉
台灣信德玻璃股份有限公司二廠,苗栗縣三義鄉
厚生玻璃工業股份有限公司,苗栗縣造橋鄉
振農水泥製品股份有限公司高雄第一廠,高雄市岡山鎮
中埔混凝土股份有限公司,苗栗縣三義鄉
光和耐火工業股份有限公司,苗栗縣頭份市
白玉砂石股份有限公司,桃園市觀音區
宏盛大理石企業股份有限公司,花蓮縣新城鄉
台灣鑽石工業股份有限公司,桃園市八德區
裕豐砂石建材股份有限公司,新北市三峽區
台灣琺瑯工業股份有限公司,新竹縣香山區
福泉鋼業股份有限公司頭城廠,宜蘭縣頭城鎮
宏樹企業股份有限公司,桃園市龜山區
永大特殊鋼股份有限公司,桃園市龜山區
金順榮鑄造廠股份有限公司,新北市鶯歌區
成川鋼管股份有限公司第四廠,彰化縣花壇鄉
鴻錡興業股份有限公司,嘉義縣太保市
結進材料科技股份有限公司,臺南市永康區
鑫富發鋼鐵工業股份有限公司,屏東縣萬丹鄉
竝辰企業有限公司,屏東縣新園鄉
雄進鋼構股份有限公司,屏東縣新園鄉
朝興鋼鐵企業股份有限公司屏東廠,屏東縣大寮鄉
鐘元亨鋼鐵股份有限公司,屏東縣左營區
金皇企業股份有限公司,高雄市大寮鄉
聯僑鋼鐵股份有限公司,高雄市仁武鄉
大地工業股份有限公司,桃園市觀音區
群益鋁業股份有限公司,新北市樹林區
銓育金屬股份有限公司,臺中市神岡區
展維鋁業股份有限公司,臺南市仁德區
宜伸企業股份有限公司,臺南市仁德區
詮盛工業股份有限公司,屏東縣屏東市
大威鋁品工業股份有限公司,高雄市仁武鄉
宗興鐵線廠股份有限公司,臺南市東山區
迦堡金屬實業股份有限公司,桃園市中壢區
裕笙工業股份有限公司,彰化縣鹿港鎮
宗勤企業股份有限公司,臺南市南區
肯揚工業股份有限公司,高雄市岡山鎮
天文大同特殊鋼股份有限公司,桃園市平鎮區
銘盛工業股份有限公司,桃園市中壢區
默克特用材料科技股份有限公司,新竹縣香山區
燦豐實業股份有限公司,臺南市永康區
晉椿工業股份有限公司,彰化縣鹿港鎮
永佲鋼鐵股份有限公司,彰化縣員林市
欣隆精密壓鑄股份有限公司,桃園市龜山區
元生實業股份有限公司中壢廠,桃園市中壢區
偉宏工業有限公司楊梅廠,桃園市楊梅區
新和金屬工業股份有限公司,新北市三重區
鉝弘有限公司,彰化縣鹿港鎮
立督科技股份有限公司,彰化縣鹿港鎮
正規電線電纜工業股份有限公司,臺南市新市區
富成金屬科技股份有限公司,南投縣竹山鎮
協順工業股份有限公司,桃園市平鎮區
華友材料科技股份有限公司,新竹縣香山區
忠光熱處理有限公司黃為賢,臺中市南屯區
輯興熱處理工業股份有限公司,臺中市大肚區
士中工業股份有限公司,彰化縣彰化市
登煌金屬股份有限公司,臺南市安南區
本原企業股份有限公司一廠,高雄市大社鄉
慧鋼企業股份有限公司,高雄市岡山鎮
集晟實業股份有限公司二廠,高雄市路竹鄉
永強熱處理股份有限公司,臺中市霧峰區
伍強金屬工業股份有限公司,臺中市大里區
鈦揚企業股份有限公司,臺中市大甲區
鉅峰工業股份有限公司,新北市汐止區
勝申機械有限公司,新北市汐止區
台灣椿本股份有限公司,桃園市龜山區
台灣特殊金屬股份有限公司桃園廠,桃園市蘆竹區
台聯金屬工業股份有限公司,桃園市蘆竹區
台灣山特維克合銳股份有限公司,桃園市中壢區
中發工業股份有限公司,新竹縣香山區
力興鍛壓實業股份有限公司,臺中市西屯區
晟寶鑄造股份有限公司,臺中市神岡區
進拓鑄造股份有限公司,臺中市大肚區
鴻元金屬科技股份有限公司,彰化縣伸港鄉
昌靖興業股份有限公司,彰化縣鹿港鎮
億豐金屬工業股份有限公司,彰化縣花壇鄉
瑞銘金屬工業股份有限公司,彰化縣北斗鎮
永鉉股份有限公司,嘉義縣民雄鄉
裕峰工業股份有限公司,臺南市仁德區
恒耀國際股份有限公司,臺南市仁德區
璟豐工業股份有限公司第一廠,臺南市關廟區
運通工業股份有限公司,臺南市關廟區
協俐鑄造股份有限公司,臺南市山上區
有馳有限公司善化廠,臺南市善化區
全協工業股份有限公司,臺南市佳里區
慈陽科技工業股份有限公司,高雄市永安鄉
力大螺絲工廠股份有限公司,高雄市永安鄉
有益鋼鐵股份有限公司,高雄市永安鄉
金邦工業股份有限公司,高雄市岡山鎮
大寶精密工具股份有限公司,高雄市岡山鎮
廣泰金屬股份有限公司高科分公司,高雄市路竹鄉
恆懋五金加工廠有限公司,高雄市岡山鎮
映全企業有限公司,南投縣南投市
朝新金屬工業股份有限公司,南投縣南投市
松昕工業股份有限公司,臺中市太平區
鍀崴工業股份有限公司,臺中市大里區
狄將企業有限公司,臺中市大里區
賜益工業股份有限公司,臺南市官田區
南展金屬工業股份有限公司,臺南市下營區
建成機械股份有限公司,新竹縣香山區
鋁祥發實業有限公司,新北市林口區
台中精機廠股份有限公司台中工業區廠,臺中市西屯區
今口香調理食品有限公司,臺中市太平區
中堡鋼構股份有限公司,臺中市大肚區
嘉華盛科技股份有限公司,高雄市岡山鎮
春木工廠股份有限公司,高雄市梓官鄉
協鴻工業股份有限公司,臺中市西屯區
順嚮工業股份有限公司,臺中市太平區
鉅全工業股份有限公司,臺南市仁德區
東台精機股份有限公司路科總公司,高雄市路竹鄉
玉禮實業股份有限公司,桃園市龍潭區
功得電子工業股份有限公司,新北市五股區
瑞士商格蘭富股份有限公司台灣分公司,苗栗縣銅鑼鄉
協機工業股份有限公司,桃園市中壢區
上銀科技股份有限公司潭子廠,臺中市潭子區
千附實業股份有限公司(台中廠),臺中市潭子區
陸霖工業股份有限公司,臺中市大肚區
雅薪工業股份有限公司,臺中市沙鹿區
穩陞工業股份有限公司二廠,臺中市太平區
萬銓精機股份有限公司,彰化縣鹿港鎮
海華鋼鐵有限公司,高雄市永安鄉
光興熱處理股份有限公司,臺中市太平區
漢鐘精機股份有限公司觀音廠,桃園市觀音區
華光電線電纜股份有限公司,臺南市官田區
相互股份有限公司,新北市新莊區
天網電子股份有限公司瑞芳二廠,新北市南港區
台南石英科技股份有限公司,臺南市善化區
友通資訊股份有限公司,新北市汐止區
奇美材料科技股份有限公司,臺南市善化區
三卯鍛壓工業股份有限公司,彰化縣福興鄉
台灣博士電子股份有限公司,高雄市前鎮區
燿華電子股份有限公司土城三廠,新北市土城區
力群電子股份有限公司,新北市土城區
鴻海精密工業股份有限公司,新北市土城區
元耀科技股份有限公司,宜蘭縣礁溪鄉
冠西電子企業股份有限公司冬山廠,宜蘭縣冬山鄉
嵩達光電科技股份有限公司,宜蘭縣冬山鄉
日翔軟板科技股份有限公司,桃園市桃園區
欣興電子股份有限公司山鶯三廠,桃園市龜山區
旭軟電子科技股份有限公司,桃園市龜山區
采鑫科技股份有限公司,桃園市大園區
富積電子股份有限公司,桃園市蘆竹區
寶島極光股份有限公司,桃園市蘆竹區
欣緻股份有限公司,桃園市蘆竹區
凱喬線路股份有限公司,桃園市中壢區
天加股份有限公司,桃園市中壢區
百利通亞陶科技股份有限公司,桃園市中壢區
元廣科技股份有限公司林建成,桃園市中壢區
茂林光電科技股份有限公司,桃園市中壢區
默克光電科技股份有限公司,桃園市觀音區
尚茂電子材料股份有限公司桃園廠,桃園市大園區
西北臺慶科技股份有限公司,桃園市楊梅區
乙全科技股份有限公司,桃園市大溪區
東貝光電科技股份有限公司,新北市三重區
金協昌科技股份有限公司新樹廠,新北市新莊區
毅宜工業股份有限公司,新北市泰山區
尖點科技股份有限公司樹林一廠,新北市樹林區
德泰科技股份有限公司,新竹市東區
晶元光電股份有限公司,新竹市東區
智原科技股份有限公司,新竹市東區
聯發科技股份有限公司,新竹市東區
凌陽科技股份有限公司,新竹市東區
旺矽科技股份有限公司,新竹縣竹北市
華上光電股份有限公司新竹廠,新竹縣香山區
力成科技股份有限公司三廠,新竹縣香山區
欣銓科技股份有限公司新工二廠,新竹縣香山區
菱生精密工業股份有限公司,臺中市潭子區
律勝科技股份有限公司,臺南市善化區
台達電子工業股份有限公司,臺南市善化區
新世紀光電股份有限公司,臺南市善化區
群創光電股份有限公司（五廠）,臺南市善化區
群創光電股份有限公司（七廠）,臺南市善化區
鉅橡企業股份有限公司,臺南市佳里區
華新科技股份有限公司高雄分公司一廠,高雄市前鎮區
津谷食品股份有限公司(食品廠),彰化縣埤頭鄉
光頡科技高雄分公司,高雄市前鎮區
福懋科技股份有限公司,雲林縣斗六市
台灣捷時雅邁科股份有限公司,雲林縣虎尾鎮
昇運砂石股份有限公司,南投縣草屯鎮
佳邦科技股份有限公司竹南分公司,苗栗縣竹南鎮
振發實業股份有限公司,新北市三重區
弘榮光罩股份有限公司,臺中市大雅區
茂迪股份有限公司園區分公司二廠,臺南市善化區
帆宣系統科技股份有限公司南科分公司,臺南市善化區
群豐科技股份有限公司,苗栗縣竹南鎮
高鼎遊艇股份有限公司,高雄市旗津區
朋程科技股份有限公司,桃園市蘆竹區
寶馨實業股份有限公司,桃園市平鎮區
立多祿工業股份有限公司,桃園市楊梅區
亨通機械股份有限公司大溪二廠,桃園市大溪區
信通交通器材股份有限公司二廠,桃園市龍潭區
和大工業股份有限公司中科分公司,臺中市大雅區
太平洋汽門工業股份有限公司,臺中市西屯區
台灣京濱化油器股份有限公司,臺中市西屯區
嶸鑫鐵工廠股份有限公司太平廠,臺中市太平區
龍鋒企業股份有限公司,臺南市永康區
六曜工業股份有限公司,臺南市永康區
冠東實業廠股份有限公司,臺南市新市區
昱鍠工業股份有限公司,南投縣南投市
和大工業股份有限公司,臺中市大里區
名山工業股份有限公司,臺中市霧峰區
信潔工業股份有限公司仁武廠,高雄市仁武鄉
台灣山葉機車工業股份有限公司,桃園市中壢區
摩特動力工業股份有限公司,彰化縣大村鄉
台灣穗高工業股份有限公司台南廠,臺南市永康區
安大科技股份有限公司楊梅廠,桃園市楊梅區
順捷股份有限公司,臺中市大雅區
巨瀚科技股份有限公司,臺中市大甲區
華普飛機引擎科技股份有限公司,桃園市觀音區
